Date,GOEV_Open,GOEV_High,GOEV_Low,GOEV_Close,GOEV_Adj Close
2023-02-21,0.8730000257492065,0.8999999761581421,0.8600000143051147,0.8650000095367432,0.8650000095367432
2023-02-22,0.8709999918937683,0.875,0.8040000200271606,0.8220000267028809,0.8220000267028809
2023-02-23,0.8209999799728394,0.828000009059906,0.7300000190734863,0.7839999794960022,0.7839999794960022
2023-02-24,0.7639999985694885,0.7839999794960022,0.7200000286102295,0.7300000190734863,0.7300000190734863
2023-02-27,0.7289999723434448,0.7400000095367432,0.6959999799728394,0.699999988079071,0.699999988079071
2023-02-28,0.7099999785423279,0.7599999904632568,0.6940000057220459,0.7490000128746033,0.7490000128746033
2023-03-01,0.7509999871253967,0.7509999871253967,0.703000009059906,0.7129999995231628,0.7129999995231628
2023-03-02,0.7099999785423279,0.718999981880188,0.6700000166893005,0.6919999718666077,0.6919999718666077
2023-03-03,0.699999988079071,0.7649999856948853,0.6899999976158142,0.7419999837875366,0.7419999837875366
2023-03-06,0.7400000095367432,0.765999972820282,0.699999988079071,0.699999988079071,0.699999988079071
2023-03-07,0.7089999914169312,0.7089999914169312,0.6499999761581421,0.6520000100135803,0.6520000100135803
2023-03-08,0.6600000262260437,0.6600000262260437,0.6129999756813049,0.6200000047683716,0.6200000047683716
2023-03-09,0.6200000047683716,0.6549999713897705,0.5899999737739563,0.6000000238418579,0.6000000238418579
2023-03-10,0.597000002861023,0.6000000238418579,0.5600000023841858,0.5820000171661377,0.5820000171661377
2023-03-13,0.5640000104904175,0.6200000047683716,0.550000011920929,0.5889999866485596,0.5889999866485596
2023-03-14,0.6010000109672546,0.6290000081062317,0.5799999833106995,0.5839999914169312,0.5839999914169312
2023-03-15,0.5730000138282776,0.5799999833106995,0.5419999957084656,0.5659999847412109,0.5659999847412109
2023-03-16,0.5460000038146973,0.6000000238418579,0.5460000038146973,0.5899999737739563,0.5899999737739563
2023-03-17,0.5799999833106995,0.5910000205039978,0.5559999942779541,0.5860000252723694,0.5860000252723694
2023-03-20,0.5860000252723694,0.6420000195503235,0.5799999833106995,0.640999972820282,0.640999972820282
2023-03-21,0.6700000166893005,0.7070000171661377,0.652999997138977,0.6980000138282776,0.6980000138282776
2023-03-22,0.6890000104904175,0.699999988079071,0.5799999833106995,0.5830000042915344,0.5830000042915344
2023-03-23,0.6060000061988831,0.6100000143051147,0.5600000023841858,0.5609999895095825,0.5609999895095825
2023-03-24,0.578000009059906,0.5950000286102295,0.550000011920929,0.5870000123977661,0.5870000123977661
2023-03-27,0.5860000252723694,0.6230000257492065,0.5699999928474426,0.5809999704360962,0.5809999704360962
2023-03-28,0.5809999704360962,0.5929999947547913,0.5699999928474426,0.5830000042915344,0.5830000042915344
2023-03-29,0.5830000042915344,0.621999979019165,0.5830000042915344,0.6159999966621399,0.6159999966621399
2023-03-30,0.6290000081062317,0.6600000262260437,0.6209999918937683,0.6230000257492065,0.6230000257492065
2023-03-31,0.6140000224113464,0.6679999828338623,0.5899999737739563,0.652999997138977,0.652999997138977
2023-04-03,0.6940000057220459,0.6970000267028809,0.6029999852180481,0.6200000047683716,0.6200000047683716
2023-04-04,0.6200000047683716,0.625,0.5830000042915344,0.5950000286102295,0.5950000286102295
2023-04-05,0.5899999737739563,0.6000000238418579,0.5419999957084656,0.5490000247955322,0.5490000247955322
2023-04-06,0.550000011920929,0.5600000023841858,0.5199999809265137,0.5199999809265137,0.5199999809265137
2023-04-10,0.5370000004768372,0.5400000214576721,0.503000020980835,0.531000018119812,0.531000018119812
2023-04-11,0.5450000166893005,0.6100000143051147,0.5360000133514404,0.5659999847412109,0.5659999847412109
2023-04-12,0.5600000023841858,0.675000011920929,0.5600000023841858,0.6330000162124634,0.6330000162124634
2023-04-13,0.6700000166893005,0.6700000166893005,0.6179999709129333,0.6449999809265137,0.6449999809265137
2023-04-14,0.6370000243186951,0.6890000104904175,0.6340000033378601,0.6779999732971191,0.6779999732971191
2023-04-17,0.6980000138282776,0.777999997138977,0.6940000057220459,0.746999979019165,0.746999979019165
2023-04-18,0.7789999842643738,0.7789999842643738,0.699999988079071,0.7179999947547913,0.7179999947547913
2023-04-19,0.6899999976158142,0.7699999809265137,0.6700000166893005,0.7390000224113464,0.7390000224113464
2023-04-20,0.7279999852180481,0.7900000214576721,0.7210000157356262,0.7749999761581421,0.7749999761581421
2023-04-21,0.7710000276565552,0.777999997138977,0.7300000190734863,0.7609999775886536,0.7609999775886536
2023-04-24,0.75,0.7599999904632568,0.6819999814033508,0.7039999961853027,0.7039999961853027
2023-04-25,0.6959999799728394,0.7649999856948853,0.6759999990463257,0.75,0.75
2023-04-26,0.7300000190734863,0.7689999938011169,0.7229999899864197,0.7450000047683716,0.7450000047683716
2023-04-27,0.75,0.7699999809265137,0.7310000061988831,0.7580000162124634,0.7580000162124634
2023-04-28,0.7599999904632568,0.7770000100135803,0.734000027179718,0.7549999952316284,0.7549999952316284
2023-05-01,0.7549999952316284,0.7820000052452087,0.7459999918937683,0.7680000066757202,0.7680000066757202
2023-05-02,0.7599999904632568,0.7900000214576721,0.75,0.765999972820282,0.765999972820282
2023-05-03,0.7540000081062317,0.8069999814033508,0.7540000081062317,0.8040000200271606,0.8040000200271606
2023-05-04,0.8040000200271606,0.8100000023841858,0.7170000076293945,0.7170000076293945,0.7170000076293945
2023-05-05,0.7400000095367432,0.7400000095367432,0.7070000171661377,0.7070000171661377,0.7070000171661377
2023-05-08,0.7110000252723694,0.7540000081062317,0.7080000042915344,0.7310000061988831,0.7310000061988831
2023-05-09,0.718999981880188,0.7300000190734863,0.6510000228881836,0.6769999861717224,0.6769999861717224
2023-05-10,0.6890000104904175,0.6930000185966492,0.6650000214576721,0.6650000214576721,0.6650000214576721
2023-05-11,0.6499999761581421,0.6620000004768372,0.6200000047683716,0.6240000128746033,0.6240000128746033
2023-05-12,0.6299999952316284,0.6449999809265137,0.5849999785423279,0.5889999866485596,0.5889999866485596
2023-05-15,0.5899999737739563,0.6029999852180481,0.5730000138282776,0.6000000238418579,0.6000000238418579
2023-05-16,0.6299999952316284,0.7300000190734863,0.593999981880188,0.6200000047683716,0.6200000047683716
2023-05-17,0.6299999952316284,0.675000011920929,0.6029999852180481,0.6570000052452087,0.6570000052452087
2023-05-18,0.6600000262260437,0.6620000004768372,0.621999979019165,0.6449999809265137,0.6449999809265137
2023-05-19,0.6499999761581421,0.6899999976158142,0.6399999856948853,0.6700000166893005,0.6700000166893005
2023-05-22,0.6700000166893005,0.6790000200271606,0.6389999985694885,0.6499999761581421,0.6499999761581421
2023-05-23,0.6460000276565552,0.6460000276565552,0.6240000128746033,0.6420000195503235,0.6420000195503235
2023-05-24,0.6200000047683716,0.6320000290870667,0.5929999947547913,0.6159999966621399,0.6159999966621399
2023-05-25,0.6190000176429749,0.6200000047683716,0.5649999976158142,0.5720000267028809,0.5720000267028809
2023-05-26,0.5799999833106995,0.6320000290870667,0.5740000009536743,0.5920000076293945,0.5920000076293945
2023-05-30,0.6010000109672546,0.6039999723434448,0.5450000166893005,0.5740000009536743,0.5740000009536743
2023-05-31,0.5740000009536743,0.574999988079071,0.5450000166893005,0.5559999942779541,0.5559999942779541
2023-06-01,0.550000011920929,0.5580000281333923,0.5450000166893005,0.5479999780654907,0.5479999780654907
2023-06-02,0.5600000023841858,0.5600000023841858,0.5410000085830688,0.550000011920929,0.550000011920929
2023-06-05,0.5600000023841858,0.5799999833106995,0.550000011920929,0.5580000281333923,0.5580000281333923
2023-06-06,0.5580000281333923,0.5699999928474426,0.546999990940094,0.5640000104904175,0.5640000104904175
2023-06-07,0.5699999928474426,0.6050000190734863,0.5699999928474426,0.5820000171661377,0.5820000171661377
2023-06-08,0.5899999737739563,0.597000002861023,0.5230000019073486,0.5379999876022339,0.5379999876022339
2023-06-09,0.550000011920929,0.5540000200271606,0.5239999890327454,0.5239999890327454,0.5239999890327454
2023-06-12,0.5320000052452087,0.5550000071525574,0.5249999761581421,0.5379999876022339,0.5379999876022339
2023-06-13,0.5329999923706055,0.5630000233650208,0.5230000019073486,0.5609999895095825,0.5609999895095825
2023-06-14,0.5649999976158142,0.5979999899864197,0.5609999895095825,0.5630000233650208,0.5630000233650208
2023-06-15,0.5699999928474426,0.7149999737739563,0.5649999976158142,0.6620000004768372,0.6620000004768372
2023-06-16,0.7080000042915344,0.75,0.6600000262260437,0.6600000262260437,0.6600000262260437
2023-06-20,0.6700000166893005,0.6850000023841858,0.5590000152587891,0.5609999895095825,0.5609999895095825
2023-06-21,0.5699999928474426,0.574999988079071,0.5099999904632568,0.5289999842643738,0.5289999842643738
2023-06-22,0.5299999713897705,0.5429999828338623,0.5149999856948853,0.5180000066757202,0.5180000066757202
2023-06-23,0.5199999809265137,0.5419999957084656,0.49399998784065247,0.5,0.5
2023-06-26,0.5099999904632568,0.5099999904632568,0.4519999921321869,0.4519999921321869,0.4519999921321869
2023-06-27,0.46299999952316284,0.4659999907016754,0.414000004529953,0.42500001192092896,0.42500001192092896
2023-06-28,0.4300000071525574,0.4440000057220459,0.41999998688697815,0.4339999854564667,0.4339999854564667
2023-06-29,0.4519999921321869,0.49900001287460327,0.4339999854564667,0.4690000116825104,0.4690000116825104
2023-06-30,0.47699999809265137,0.49300000071525574,0.4690000116825104,0.4790000021457672,0.4790000021457672
2023-07-03,0.5059999823570251,0.5400000214576721,0.5040000081062317,0.5400000214576721,0.5400000214576721
2023-07-05,0.550000011920929,0.5600000023841858,0.5379999876022339,0.550000011920929,0.550000011920929
2023-07-06,0.5379999876022339,0.5389999747276306,0.5,0.515999972820282,0.515999972820282
2023-07-07,0.5239999890327454,0.5619999766349792,0.5120000243186951,0.5529999732971191,0.5529999732971191
2023-07-10,0.6389999985694885,0.6399999856948853,0.4959999918937683,0.5,0.5
2023-07-11,0.5090000033378601,0.5230000019073486,0.5019999742507935,0.5170000195503235,0.5170000195503235
2023-07-12,0.5490000247955322,0.5649999976158142,0.5210000276565552,0.550000011920929,0.550000011920929
2023-07-13,0.550000011920929,0.5600000023841858,0.531000018119812,0.5550000071525574,0.5550000071525574
2023-07-14,0.574999988079071,0.7379999756813049,0.5630000233650208,0.7070000171661377,0.7070000171661377
2023-07-17,0.675000011920929,0.7319999933242798,0.6320000290870667,0.6949999928474426,0.6949999928474426
2023-07-18,0.7009999752044678,0.7929999828338623,0.6800000071525574,0.699999988079071,0.699999988079071
2023-07-19,0.75,0.8479999899864197,0.7009999752044678,0.7179999947547913,0.7179999947547913
2023-07-20,0.7350000143051147,0.7480000257492065,0.6510000228881836,0.6650000214576721,0.6650000214576721
2023-07-21,0.6880000233650208,0.6980000138282776,0.6150000095367432,0.6439999938011169,0.6439999938011169
2023-07-24,0.6399999856948853,0.6439999938011169,0.5879999995231628,0.609000027179718,0.609000027179718
2023-07-25,0.6179999709129333,0.628000020980835,0.5450000166893005,0.546999990940094,0.546999990940094
2023-07-26,0.5550000071525574,0.5849999785423279,0.5460000038146973,0.578000009059906,0.578000009059906
2023-07-27,0.5899999737739563,0.5910000205039978,0.5199999809265137,0.5220000147819519,0.5220000147819519
2023-07-28,0.5339999794960022,0.5759999752044678,0.5199999809265137,0.5419999957084656,0.5419999957084656
2023-07-31,0.5600000023841858,0.6539999842643738,0.5559999942779541,0.6449999809265137,0.6449999809265137
2023-08-01,0.6579999923706055,0.675000011920929,0.6209999918937683,0.656000018119812,0.656000018119812
2023-08-02,0.6299999952316284,0.6520000100135803,0.6019999980926514,0.6290000081062317,0.6290000081062317
2023-08-03,0.6159999966621399,0.6570000052452087,0.5989999771118164,0.6480000019073486,0.6480000019073486
2023-08-04,0.6600000262260437,0.6610000133514404,0.5920000076293945,0.6029999852180481,0.6029999852180481
2023-08-07,0.5979999899864197,0.5979999899864197,0.5249999761581421,0.5690000057220459,0.5690000057220459
2023-08-08,0.5479999780654907,0.5699999928474426,0.5450000166893005,0.5569999814033508,0.5569999814033508
2023-08-09,0.550000011920929,0.5580000281333923,0.5070000290870667,0.531000018119812,0.531000018119812
2023-08-10,0.5370000004768372,0.5370000004768372,0.5090000033378601,0.5210000276565552,0.5210000276565552
2023-08-11,0.5199999809265137,0.5299999713897705,0.5,0.5149999856948853,0.5149999856948853
2023-08-14,0.5210000276565552,0.5299999713897705,0.47999998927116394,0.5090000033378601,0.5090000033378601
2023-08-15,0.5239999890327454,0.5270000100135803,0.4699999988079071,0.48399999737739563,0.48399999737739563
2023-08-16,0.4650000035762787,0.46799999475479126,0.4300000071525574,0.43700000643730164,0.43700000643730164
2023-08-17,0.4429999887943268,0.46000000834465027,0.4320000112056732,0.44200000166893005,0.44200000166893005
2023-08-18,0.41999998688697815,0.4449999928474426,0.41999998688697815,0.44200000166893005,0.44200000166893005
2023-08-21,0.4390000104904175,0.4860000014305115,0.4320000112056732,0.47699999809265137,0.47699999809265137
2023-08-22,0.47699999809265137,0.5170000195503235,0.47600001096725464,0.5149999856948853,0.5149999856948853
2023-08-23,0.5099999904632568,0.550000011920929,0.5099999904632568,0.5339999794960022,0.5339999794960022
2023-08-24,0.5370000004768372,0.5440000295639038,0.4869999885559082,0.5139999985694885,0.5139999985694885
2023-08-25,0.5009999871253967,0.5450000166893005,0.5,0.527999997138977,0.527999997138977
2023-08-28,0.5299999713897705,0.6439999938011169,0.5299999713897705,0.6439999938011169,0.6439999938011169
2023-08-29,0.6069999933242798,0.6890000104904175,0.5699999928474426,0.6380000114440918,0.6380000114440918
2023-08-30,0.6359999775886536,0.6940000057220459,0.6359999775886536,0.6729999780654907,0.6729999780654907
2023-08-31,0.6700000166893005,0.6779999732971191,0.5799999833106995,0.5929999947547913,0.5929999947547913
2023-09-01,0.6179999709129333,0.628000020980835,0.5799999833106995,0.5910000205039978,0.5910000205039978
2023-09-05,0.5950000286102295,0.6169999837875366,0.5799999833106995,0.5960000157356262,0.5960000157356262
2023-09-06,0.5879999995231628,0.597000002861023,0.5529999732971191,0.5559999942779541,0.5559999942779541
2023-09-07,0.5299999713897705,0.5400000214576721,0.5040000081062317,0.5370000004768372,0.5370000004768372
2023-09-08,0.5299999713897705,0.5350000262260437,0.48500001430511475,0.4970000088214874,0.4970000088214874
2023-09-11,0.5049999952316284,0.5299999713897705,0.503000020980835,0.5199999809265137,0.5199999809265137
2023-09-12,0.5210000276565552,0.5669999718666077,0.5199999809265137,0.5249999761581421,0.5249999761581421
2023-09-13,0.5270000100135803,0.5289999842643738,0.5059999823570251,0.5099999904632568,0.5099999904632568
2023-09-14,0.515999972820282,0.5329999923706055,0.5049999952316284,0.5099999904632568,0.5099999904632568
2023-09-15,0.5189999938011169,0.5220000147819519,0.47099998593330383,0.4819999933242798,0.4819999933242798
2023-09-18,0.4880000054836273,0.4880000054836273,0.4560000002384186,0.4620000123977661,0.4620000123977661
2023-09-19,0.4699999988079071,0.4950000047683716,0.4449999928474426,0.47699999809265137,0.47699999809265137
2023-09-20,0.4779999852180481,0.48500001430511475,0.453000009059906,0.453000009059906,0.453000009059906
2023-09-21,0.4519999921321869,0.460999995470047,0.43799999356269836,0.4429999887943268,0.4429999887943268
2023-09-22,0.4490000009536743,0.4580000042915344,0.4320000112056732,0.44999998807907104,0.44999998807907104
2023-09-25,0.4410000145435333,0.46000000834465027,0.4269999861717224,0.4580000042915344,0.4580000042915344
2023-09-26,0.4560000002384186,0.5059999823570251,0.44999998807907104,0.4699999988079071,0.4699999988079071
2023-09-27,0.4659999907016754,0.49000000953674316,0.46000000834465027,0.49000000953674316,0.49000000953674316
2023-09-28,0.4740000069141388,0.49000000953674316,0.4699999988079071,0.48500001430511475,0.48500001430511475
2023-09-29,0.4749999940395355,0.4970000088214874,0.4749999940395355,0.49000000953674316,0.49000000953674316
2023-10-02,0.4860000014305115,0.492000013589859,0.4399999976158142,0.44600000977516174,0.44600000977516174
2023-10-03,0.4490000009536743,0.45399999618530273,0.4350000023841858,0.4449999928474426,0.4449999928474426
2023-10-04,0.4399999976158142,0.44999998807907104,0.41999998688697815,0.4300000071525574,0.4300000071525574
2023-10-05,0.4309999942779541,0.4449999928474426,0.4000000059604645,0.4440000057220459,0.4440000057220459
2023-10-06,0.42100000381469727,0.4269999861717224,0.4099999964237213,0.4169999957084656,0.4169999957084656
2023-10-09,0.40700000524520874,0.40799999237060547,0.37299999594688416,0.3840000033378601,0.3840000033378601
2023-10-10,0.38199999928474426,0.4059999883174896,0.38199999928474426,0.38999998569488525,0.38999998569488525
2023-10-11,0.3959999978542328,0.4050000011920929,0.36800000071525574,0.36800000071525574,0.36800000071525574
2023-10-12,0.36899998784065247,0.3700000047683716,0.33000001311302185,0.3370000123977661,0.3370000123977661
2023-10-13,0.33899998664855957,0.3449999988079071,0.32499998807907104,0.33399999141693115,0.33399999141693115
2023-10-16,0.3440000116825104,0.34599998593330383,0.32100000977516174,0.32199999690055847,0.32199999690055847
2023-10-17,0.33000001311302185,0.3479999899864197,0.32899999618530273,0.33500000834465027,0.33500000834465027
2023-10-18,0.3319999873638153,0.3409999907016754,0.3100000023841858,0.31299999356269836,0.31299999356269836
2023-10-19,0.3100000023841858,0.3100000023841858,0.2800000011920929,0.2800000011920929,0.2800000011920929
2023-10-20,0.27799999713897705,0.2800000011920929,0.2619999945163727,0.2619999945163727,0.2619999945163727
2023-10-23,0.26499998569488525,0.289000004529953,0.257999986410141,0.27900001406669617,0.27900001406669617
2023-10-24,0.2930000126361847,0.3149999976158142,0.28600001335144043,0.2980000078678131,0.2980000078678131
2023-10-25,0.3100000023841858,0.3109999895095825,0.2669999897480011,0.2709999978542328,0.2709999978542328
2023-10-26,0.27000001072883606,0.2800000011920929,0.26100000739097595,0.27000001072883606,0.27000001072883606
2023-10-27,0.2750000059604645,0.2750000059604645,0.257999986410141,0.26499998569488525,0.26499998569488525
2023-10-30,0.26600000262260437,0.2750000059604645,0.25099998712539673,0.2619999945163727,0.2619999945163727
2023-10-31,0.25600001215934753,0.27399998903274536,0.25,0.27399998903274536,0.27399998903274536
2023-11-01,0.27000001072883606,0.2770000100135803,0.2529999911785126,0.25699999928474426,0.25699999928474426
2023-11-02,0.2619999945163727,0.30000001192092896,0.2590000033378601,0.2750000059604645,0.2750000059604645
2023-11-03,0.2709999978542328,0.28299999237060547,0.2669999897480011,0.27300000190734863,0.27300000190734863
2023-11-06,0.2849999964237213,0.2849999964237213,0.2549999952316284,0.2619999945163727,0.2619999945163727
2023-11-07,0.26600000262260437,0.26600000262260437,0.24400000274181366,0.257999986410141,0.257999986410141
2023-11-08,0.25699999928474426,0.2590000033378601,0.23199999332427979,0.23399999737739563,0.23399999737739563
2023-11-09,0.2370000034570694,0.23899999260902405,0.2199999988079071,0.22599999606609344,0.22599999606609344
2023-11-10,0.23000000417232513,0.24500000476837158,0.22200000286102295,0.24500000476837158,0.24500000476837158
2023-11-13,0.25,0.2540000081062317,0.23399999737739563,0.2529999911785126,0.2529999911785126
2023-11-14,0.26100000739097595,0.2809999883174896,0.25699999928474426,0.27000001072883606,0.27000001072883606
2023-11-15,0.2919999957084656,0.3269999921321869,0.27000001072883606,0.2720000147819519,0.2720000147819519
2023-11-16,0.2750000059604645,0.289000004529953,0.2529999911785126,0.25999999046325684,0.25999999046325684
2023-11-17,0.2680000066757202,0.30300000309944153,0.26600000262260437,0.3019999861717224,0.3019999861717224
2023-11-20,0.3199999928474426,0.382999986410141,0.3160000145435333,0.36399999260902405,0.36399999260902405
2023-11-21,0.3790000081062317,0.3790000081062317,0.3400000035762787,0.3440000116825104,0.3440000116825104
2023-11-22,0.35199999809265137,0.3529999852180481,0.3149999976158142,0.32899999618530273,0.32899999618530273
2023-11-24,0.3179999887943268,0.33000001311302185,0.3050000071525574,0.32199999690055847,0.32199999690055847
2023-11-27,0.3140000104904175,0.33399999141693115,0.3050000071525574,0.3319999873638153,0.3319999873638153
2023-11-28,0.3400000035762787,0.3529999852180481,0.328000009059906,0.3449999988079071,0.3449999988079071
2023-11-29,0.3499999940395355,0.35899999737739563,0.3100000023841858,0.3100000023841858,0.3100000023841858
2023-11-30,0.3190000057220459,0.32600000500679016,0.3100000023841858,0.3100000023841858,0.3100000023841858
2023-12-01,0.3070000112056732,0.3100000023841858,0.28999999165534973,0.28999999165534973,0.28999999165534973
2023-12-04,0.30000001192092896,0.30000001192092896,0.26899999380111694,0.27000001072883606,0.27000001072883606
2023-12-05,0.26899999380111694,0.27000001072883606,0.25,0.25600001215934753,0.25600001215934753
2023-12-06,0.25999999046325684,0.28200000524520874,0.25200000405311584,0.27000001072883606,0.27000001072883606
2023-12-07,0.26899999380111694,0.2720000147819519,0.25,0.25,0.25
2023-12-08,0.25,0.2549999952316284,0.24199999868869781,0.24799999594688416,0.24799999594688416
2023-12-11,0.25099998712539673,0.2619999945163727,0.2409999966621399,0.24899999797344208,0.24899999797344208
2023-12-12,0.24500000476837158,0.24799999594688416,0.23199999332427979,0.24199999868869781,0.24199999868869781
2023-12-13,0.23399999737739563,0.24699999392032623,0.22699999809265137,0.24300000071525574,0.24300000071525574
2023-12-14,0.25200000405311584,0.26899999380111694,0.25,0.2549999952316284,0.2549999952316284
2023-12-15,0.2630000114440918,0.27000001072883606,0.2529999911785126,0.25600001215934753,0.25600001215934753
2023-12-18,0.2630000114440918,0.2759999930858612,0.2590000033378601,0.25999999046325684,0.25999999046325684
2023-12-19,0.26899999380111694,0.27000001072883606,0.24799999594688416,0.2549999952316284,0.2549999952316284
2023-12-20,0.25099998712539673,0.25999999046325684,0.24799999594688416,0.25200000405311584,0.25200000405311584
2023-12-21,0.2529999911785126,0.25600001215934753,0.23499999940395355,0.24199999868869781,0.24199999868869781
2023-12-22,0.24199999868869781,0.24899999797344208,0.2370000034570694,0.2370000034570694,0.2370000034570694
2023-12-26,0.23899999260902405,0.23999999463558197,0.2280000001192093,0.23399999737739563,0.23399999737739563
2023-12-27,0.23199999332427979,0.24699999392032623,0.23199999332427979,0.24699999392032623,0.24699999392032623
2023-12-28,0.24500000476837158,0.2720000147819519,0.24500000476837158,0.2630000114440918,0.2630000114440918
2023-12-29,0.2680000066757202,0.2709999978542328,0.2540000081062317,0.25699999928474426,0.25699999928474426
2024-01-02,0.2540000081062317,0.25699999928474426,0.2290000021457672,0.23000000417232513,0.23000000417232513
2024-01-03,0.23000000417232513,0.23399999737739563,0.22499999403953552,0.23199999332427979,0.23199999332427979
2024-01-04,0.2280000001192093,0.23100000619888306,0.21199999749660492,0.21299999952316284,0.21299999952316284
2024-01-05,0.23199999332427979,0.23899999260902405,0.2070000022649765,0.23800000548362732,0.23800000548362732
2024-01-08,0.27799999713897705,0.30799999833106995,0.24400000274181366,0.25200000405311584,0.25200000405311584
2024-01-09,0.23000000417232513,0.2370000034570694,0.21199999749660492,0.21299999952316284,0.21299999952316284
2024-01-10,0.2199999988079071,0.23800000548362732,0.21299999952316284,0.21899999678134918,0.21899999678134918
2024-01-11,0.2199999988079071,0.22699999809265137,0.20999999344348907,0.210999995470047,0.210999995470047
2024-01-12,0.210999995470047,0.21400000154972076,0.20100000500679016,0.2029999941587448,0.2029999941587448
2024-01-16,0.20399999618530273,0.20499999821186066,0.18000000715255737,0.1850000023841858,0.1850000023841858
2024-01-17,0.18299999833106995,0.1940000057220459,0.1770000010728836,0.18000000715255737,0.18000000715255737
2024-01-18,0.1809999942779541,0.18199999630451202,0.16200000047683716,0.17599999904632568,0.17599999904632568
2024-01-19,0.17000000178813934,0.17000000178813934,0.1589999943971634,0.16500000655651093,0.16500000655651093
2024-01-22,0.16300000250339508,0.1850000023841858,0.16200000047683716,0.1850000023841858,0.1850000023841858
2024-01-23,0.18199999630451202,0.18299999833106995,0.16599999368190765,0.17299999296665192,0.17299999296665192
2024-01-24,0.18000000715255737,0.18400000035762787,0.16500000655651093,0.1679999977350235,0.1679999977350235
2024-01-25,0.17299999296665192,0.17299999296665192,0.1589999943971634,0.16300000250339508,0.16300000250339508
2024-01-26,0.16300000250339508,0.16500000655651093,0.1550000011920929,0.1550000011920929,0.1550000011920929
2024-01-29,0.1589999943971634,0.18799999356269836,0.15600000321865082,0.18700000643730164,0.18700000643730164
2024-01-30,0.1860000044107437,0.20399999618530273,0.17299999296665192,0.18000000715255737,0.18000000715255737
2024-01-31,0.18299999833106995,0.21299999952316284,0.1770000010728836,0.20399999618530273,0.20399999618530273
2024-02-01,0.20999999344348907,0.22200000286102295,0.1770000010728836,0.18000000715255737,0.18000000715255737
2024-02-02,0.17900000512599945,0.18299999833106995,0.17000000178813934,0.17000000178813934,0.17000000178813934
2024-02-05,0.1720000058412552,0.17399999499320984,0.15399999916553497,0.15600000321865082,0.15600000321865082
2024-02-06,0.15800000727176666,0.16300000250339508,0.15399999916553497,0.16099999845027924,0.16099999845027924
2024-02-07,0.16099999845027924,0.1720000058412552,0.1550000011920929,0.16500000655651093,0.16500000655651093
2024-02-08,0.16500000655651093,0.17000000178813934,0.16099999845027924,0.164000004529953,0.164000004529953
2024-02-09,0.16699999570846558,0.1679999977350235,0.15399999916553497,0.1550000011920929,0.1550000011920929
2024-02-12,0.15700000524520874,0.16099999845027924,0.1509999930858612,0.15199999511241913,0.15199999511241913
2024-02-13,0.15000000596046448,0.1509999930858612,0.14100000262260437,0.14499999582767487,0.14499999582767487
2024-02-14,0.1469999998807907,0.14800000190734863,0.1420000046491623,0.1420000046491623,0.1420000046491623
2024-02-15,0.14499999582767487,0.1550000011920929,0.1420000046491623,0.1459999978542328,0.1459999978542328
